,portion_size,calories,price,profile_id,respondent_id,question_id,alternative_id,observation_id,company_Shake Shack,company_Wendy’s,type_bundle_premium,type_burger_bacon,type_burger_classic,type_burger_premium,no_choice,choice
356,260,450,22.99,3653,15,6,3,90,0,1,1,0,0,0,0,0.0
357,260,650,29.1,12428,15,6,1,90,0,0,1,0,0,0,0,0.0
358,280,650,40.2,7115,15,6,2,90,1,0,0,0,0,0,0,0.0
359,0,0,0.0,0,15,6,4,90,0,0,0,0,0,0,1,1.0
360,220,500,40.0,2230,16,1,3,91,0,1,0,0,0,0,0,1.0
361,0,0,0.0,0,16,1,4,91,0,0,0,0,0,0,1,0.0
362,240,830,22.99,8105,16,1,1,91,1,0,1,0,0,0,0,0.0
363,240,500,20.0,12015,16,1,2,91,0,0,1,0,0,0,0,0.0
364,0,0,0.0,0,16,2,4,92,0,0,0,0,0,0,1,0.0
365,260,880,40.0,286,16,2,1,92,0,1,0,0,1,0,0,0.0
366,260,650,29.1,7952,16,2,2,92,1,0,1,0,0,0,0,0.0
367,200,400,21.99,5356,16,2,3,92,1,0,0,0,0,1,0,1.0
368,180,920,20.0,1095,16,3,1,93,0,1,0,0,0,1,0,0.0
369,220,450,30.99,1458,16,3,3,93,0,1,0,0,0,1,0,0.0
370,0,0,0.0,0,16,3,4,93,0,0,0,0,0,0,1,1.0
371,220,920,40.2,9863,16,3,2,93,0,0,0,0,0,1,0,0.0
372,220,500,21.99,5524,16,4,1,94,1,0,0,0,0,1,0,1.0
373,240,830,21.99,12097,16,4,2,94,0,0,1,0,0,0,0,0.0
374,180,920,40.2,620,16,4,3,94,0,1,0,1,0,0,0,0.0
375,0,0,0.0,0,16,4,4,94,0,0,0,0,0,0,1,0.0
376,350,950,38.99,10161,16,5,1,95,0,0,0,0,0,1,0,1.0
377,200,500,27.7,6258,16,5,3,95,1,0,0,0,0,0,0,0.0
378,0,0,0.0,0,16,5,4,95,0,0,0,0,0,0,1,0.0
379,240,750,40.2,6659,16,5,2,95,1,0,0,0,0,0,0,0.0
380,280,650,20.0,12540,16,6,1,96,0,0,1,0,0,0,0,0.0
381,220,880,20.0,5751,16,6,2,96,1,0,0,0,0,1,0,0.0
382,350,500,22.99,8417,16,6,3,96,1,0,1,0,0,0,0,1.0
383,0,0,0.0,0,16,6,4,96,0,0,0,0,0,0,1,0.0
384,0,0,0.0,0,17,1,4,97,0,0,0,0,0,0,1,0.0
385,350,880,32.99,8918,17,1,1,97,0,0,0,0,1,0,0,1.0
386,220,920,22.99,1382,17,1,3,97,0,1,0,0,0,1,0,0.0
387,240,950,40.2,8552,17,1,2,97,0,0,0,0,1,0,0,0.0
388,280,400,21.99,3997,17,2,3,98,0,1,1,0,0,0,0,1.0
389,240,920,30.99,4464,17,2,2,98,1,0,0,0,1,0,0,0.0
390,380,500,20.0,5955,17,2,1,98,1,0,0,0,0,1,0,0.0
391,0,0,0.0,0,17,2,4,98,0,0,0,0,0,0,1,0.0
392,200,500,21.99,1144,17,3,3,99,0,1,0,0,0,1,0,0.0
393,260,500,29.1,11180,17,3,2,99,0,0,0,0,0,0,0,1.0
394,180,500,27.7,7302,17,3,1,99,1,0,1,0,0,0,0,0.0
395,0,0,0.0,0,17,3,4,99,0,0,0,0,0,0,1,0.0
396,260,920,31.5,4528,17,4,2,100,1,0,0,0,1,0,0,0.0
397,220,450,32.99,9896,17,4,1,100,0,0,0,0,0,1,0,0.0
398,0,0,0.0,0,17,4,4,100,0,0,0,0,0,0,1,1.0
399,220,700,27.7,7722,17,4,3,100,1,0,1,0,0,0,0,0.0
400,0,0,0.0,0,17,5,4,101,0,0,0,0,0,0,1,0.0
401,380,880,21.99,1801,17,5,1,101,0,1,0,0,0,1,0,0.0
402,220,920,40.0,1390,17,5,2,101,0,1,0,0,0,1,0,0.0
403,220,880,20.0,9819,17,5,3,101,0,0,0,0,0,1,0,1.0
404,240,650,31.5,12070,17,6,1,102,0,0,1,0,0,0,0,0.0
405,240,920,40.2,4307,17,6,2,102,1,0,0,0,1,0,0,1.0
406,0,0,0.0,0,17,6,4,102,0,0,0,0,0,0,1,0.0
407,380,400,38.99,5973,17,6,3,102,1,0,0,0,0,1,0,0.0
408,0,0,0.0,0,18,1,4,103,0,0,0,0,0,0,1,0.0
409,220,700,30.99,3489,18,1,3,103,0,1,1,0,0,0,0,0.0
410,200,450,29.1,10448,18,1,2,103,0,0,0,0,0,0,0,1.0
411,240,650,29.1,6632,18,1,1,103,1,0,0,0,0,0,0,0.0
412,0,0,0.0,0,18,2,4,104,0,0,0,0,0,0,1,1.0
413,350,920,20.0,1671,18,2,3,104,0,1,0,0,0,1,0,0.0
414,220,880,30.99,1494,18,2,2,104,0,1,0,0,0,1,0,0.0
415,350,880,27.7,8913,18,2,1,104,0,0,0,0,1,0,0,0.0
416,240,700,22.99,6638,18,3,2,105,1,0,0,0,0,0,0,0.0
417,200,650,27.7,9120,18,3,3,105,0,0,0,1,0,0,0,0.0
418,0,0,0.0,0,18,3,4,105,0,0,0,0,0,0,1,0.0
419,240,920,38.99,8523,18,3,1,105,0,0,0,0,1,0,0,1.0
420,350,880,31.5,9322,18,4,2,106,0,0,0,1,0,0,0,0.0
421,260,920,29.1,4382,18,4,3,106,1,0,0,0,1,0,0,1.0
422,240,950,31.5,76,18,4,1,106,0,1,0,0,1,0,0,0.0
423,0,0,0.0,0,18,4,4,106,0,0,0,0,0,0,1,0.0
424,0,0,0.0,0,18,5,4,107,0,0,0,0,0,0,1,1.0
425,240,700,21.99,3844,18,5,1,107,0,1,1,0,0,0,0,0.0
426,180,650,30.99,4806,18,5,2,107,1,0,0,1,0,0,0,0.0
427,180,450,20.0,11556,18,5,3,107,0,0,1,0,0,0,0,0.0
428,0,0,0.0,0,18,6,4,108,0,0,0,0,0,0,1,1.0
429,240,830,40.0,8506,18,6,1,108,0,0,0,0,1,0,0,0.0
430,220,880,31.5,5611,18,6,2,108,1,0,0,0,0,1,0,0.0
431,240,750,22.99,2657,18,6,3,108,0,1,0,0,0,0,0,0.0
432,220,400,22.99,1301,19,1,3,109,0,1,0,0,0,1,0,0.0
433,350,450,31.5,4138,19,1,2,109,0,1,1,0,0,0,0,1.0
434,0,0,0.0,0,19,1,4,109,0,0,0,0,0,0,1,0.0
435,200,400,40.0,6202,19,1,1,109,1,0,0,0,0,0,0,0.0
436,260,750,29.1,8735,19,2,1,110,0,0,0,0,1,0,0,0.0
437,260,650,32.99,4484,19,2,2,110,1,0,0,0,1,0,0,0.0
438,380,920,40.0,9010,19,2,3,110,0,0,0,0,1,0,0,0.0
439,0,0,0.0,0,19,2,4,110,0,0,0,0,0,0,1,1.0
440,220,400,32.99,5684,19,3,1,111,1,0,0,0,0,1,0,0.0
441,220,950,27.7,2310,19,3,2,111,0,1,0,0,0,0,0,0.0
442,260,500,29.1,6740,19,3,3,111,1,0,0,0,0,0,0,0.0
443,0,0,0.0,0,19,3,4,111,0,0,0,0,0,0,1,1.0
444,220,500,40.0,9802,19,4,3,112,0,0,0,0,0,1,0,0.0
445,180,500,21.99,10336,19,4,2,112,0,0,0,0,0,0,0,1.0
446,280,750,27.7,9219,19,4,1,112,0,0,0,1,0,0,0,0.0
447,0,0,0.0,0,19,4,4,112,0,0,0,0,0,0,1,0.0
448,220,500,40.0,6346,19,5,1,113,1,0,0,0,0,0,0,0.0
449,380,950,28.1,7267,19,5,2,113,1,0,0,0,0,0,0,0.0
450,350,950,20.0,10152,19,5,3,113,0,0,0,0,0,1,0,1.0
451,0,0,0.0,0,19,5,4,113,0,0,0,0,0,0,1,0.0
452,0,0,0.0,0,19,6,4,114,0,0,0,0,0,0,1,1.0
453,280,830,22.99,12581,19,6,1,114,0,0,1,0,0,0,0,0.0
454,280,830,31.5,8827,19,6,2,114,0,0,0,0,1,0,0,0.0
455,220,830,40.2,9815,19,6,3,114,0,0,0,0,0,1,0,0.0
456,0,0,0.0,0,20,1,4,115,0,0,0,0,0,0,1,1.0
457,260,450,31.5,3898,20,1,1,115,0,1,1,0,0,0,0,0.0
458,380,750,40.2,7259,20,1,2,115,1,0,0,0,0,0,0,0.0
459,240,500,22.99,8018,20,1,3,115,1,0,1,0,0,0,0,0.0
460,0,0,0.0,0,20,2,4,116,0,0,0,0,0,0,1,1.0
461,200,500,20.0,5415,20,2,2,116,1,0,0,0,0,1,0,0.0
462,350,700,40.2,4658,20,2,3,116,1,0,0,0,1,0,0,0.0
463,200,450,22.99,1130,20,2,1,116,0,1,0,0,0,1,0,0.0
464,200,450,40.0,1138,20,3,2,117,0,1,0,0,0,1,0,0.0
465,260,450,21.99,3928,20,3,3,117,0,1,1,0,0,0,0,1.0
466,0,0,0.0,0,20,3,4,117,0,0,0,0,0,0,1,0.0
467,260,500,20.0,7896,20,3,1,117,1,0,1,0,0,0,0,0.0
468,180,650,21.99,10384,20,4,1,118,0,0,0,0,0,0,0,0.0
469,220,700,28.1,7603,20,4,2,118,1,0,1,0,0,0,0,0.0
470,240,500,22.99,2618,20,4,3,118,0,1,0,0,0,0,0,0.0
471,0,0,0.0,0,20,4,4,118,0,0,0,0,0,0,1,1.0
472,260,500,27.7,6978,20,5,1,119,1,0,0,0,0,0,0,0.0
473,180,830,40.0,601,20,5,2,119,0,1,0,1,0,0,0,0.0
474,240,700,21.99,3841,20,5,3,119,0,1,1,0,0,0,0,1.0
475,0,0,0.0,0,20,5,4,119,0,0,0,0,0,0,1,0.0
476,220,750,40.2,2303,20,6,3,120,0,1,0,0,0,0,0,1.0
477,280,700,29.1,12560,20,6,2,120,0,0,1,0,0,0,0,0.0
478,260,500,21.99,7900,20,6,1,120,1,0,1,0,0,0,0,0.0
479,0,0,0.0,0,20,6,4,120,0,0,0,0,0,0,1,0.0
480,0,0,0.0,0,21,1,4,121,0,0,0,0,0,0,1,1.0
481,180,650,28.1,11587,21,1,1,121,0,0,1,0,0,0,0,0.0
482,220,920,21.99,1501,21,1,3,121,0,1,0,0,0,1,0,0.0
483,220,500,38.99,2229,21,1,2,121,0,1,0,0,0,0,0,0.0
484,0,0,0.0,0,21,2,4,122,0,0,0,0,0,0,1,0.0
485,240,700,20.0,12315,21,2,1,122,0,0,1,0,0,0,0,0.0
486,380,500,40.2,2951,21,2,3,122,0,1,0,0,0,0,0,0.0
487,350,880,27.7,4695,21,2,2,122,1,0,0,0,1,0,0,1.0
488,0,0,0.0,0,21,3,4,123,0,0,0,0,0,0,1,0.0
489,260,500,21.99,3904,21,3,1,123,0,1,1,0,0,0,0,0.0
490,220,500,27.7,6342,21,3,2,123,1,0,0,0,0,0,0,0.0
491,260,700,28.1,3967,21,3,3,123,0,1,1,0,0,0,0,1.0
492,200,880,22.99,5441,21,4,1,124,1,0,0,0,0,1,0,0.0
493,0,0,0.0,0,21,4,4,124,0,0,0,0,0,0,1,1.0
494,180,500,20.0,10335,21,4,3,124,0,0,0,0,0,0,0,0.0
495,200,450,21.99,1129,21,4,2,124,0,1,0,0,0,1,0,0.0
496,380,700,30.99,5139,21,5,1,125,1,0,0,1,0,0,0,0.0
497,180,700,20.0,7356,21,5,3,125,1,0,1,0,0,0,0,0.0
498,0,0,0.0,0,21,5,4,125,0,0,0,0,0,0,1,0.0
499,260,400,27.7,6918,21,5,2,125,1,0,0,0,0,0,0,1.0
500,0,0,0.0,0,21,6,4,126,0,0,0,0,0,0,1,0.0
501,260,920,29.1,308,21,6,3,126,0,1,0,0,1,0,0,1.0
502,260,830,22.99,8222,21,6,2,126,1,0,1,0,0,0,0,0.0
503,260,400,27.7,3882,21,6,1,126,0,1,1,0,0,0,0,0.0
504,260,400,22.99,7910,22,1,3,127,1,0,1,0,0,0,0,0.0
505,260,880,27.7,8589,22,1,1,127,0,0,0,0,1,0,0,1.0
506,0,0,0.0,0,22,1,4,127,0,0,0,0,0,0,1,0.0
507,200,650,40.2,10511,22,1,2,127,0,0,0,0,0,0,0,0.0
508,220,500,20.0,7536,22,2,1,128,1,0,1,0,0,0,0,0.0
509,280,400,31.5,4042,22,2,3,128,0,1,1,0,0,0,0,0.0
510,0,0,0.0,0,22,2,4,128,0,0,0,0,0,0,1,0.0
511,220,400,20.0,10707,22,2,2,128,0,0,0,0,0,0,0,1.0
512,0,0,0.0,0,22,3,4,129,0,0,0,0,0,0,1,1.0
513,220,700,21.99,7597,22,3,3,129,1,0,1,0,0,0,0,0.0
514,240,750,32.99,12095,22,3,1,129,0,0,1,0,0,0,0,0.0
515,260,500,40.2,11219,22,3,2,129,0,0,0,0,0,0,0,0.0
516,200,920,40.2,1223,22,4,3,130,0,1,0,0,0,1,0,0.0
517,0,0,0.0,0,22,4,4,130,0,0,0,0,0,0,1,0.0
518,180,500,30.99,11541,22,4,1,130,0,0,1,0,0,0,0,1.0
519,200,700,29.1,7484,22,4,2,130,1,0,1,0,0,0,0,0.0
520,350,650,40.2,5054,22,5,3,131,1,0,0,1,0,0,0,0.0
521,200,450,21.99,11680,22,5,1,131,0,0,1,0,0,0,0,0.0
522,240,500,29.1,3584,22,5,2,131,0,1,1,0,0,0,0,0.0
523,0,0,0.0,0,22,5,4,131,0,0,0,0,0,0,1,1.0
524,0,0,0.0,0,22,6,4,132,0,0,0,0,0,0,1,1.0
525,260,700,40.2,2771,22,6,1,132,0,1,0,0,0,0,0,0.0
526,220,450,20.0,5655,22,6,2,132,1,0,0,0,0,1,0,0.0
527,220,450,22.99,1454,22,6,3,132,0,1,0,0,0,1,0,0.0
528,0,0,0.0,0,23,1,4,133,0,0,0,0,0,0,1,0.0
529,220,400,21.99,3436,23,1,1,133,0,1,1,0,0,0,0,0.0
530,260,400,20.0,6711,23,1,2,133,1,0,0,0,0,0,0,0.0
531,380,920,40.0,1798,23,1,3,133,0,1,0,0,0,1,0,1.0
532,0,0,0.0,0,23,2,4,134,0,0,0,0,0,0,1,1.0
533,240,950,28.1,2431,23,2,1,134,0,1,0,0,0,0,0,0.0
534,220,500,27.7,2142,23,2,3,134,0,1,0,0,0,0,0,0.0
535,200,400,22.99,7397,23,2,2,134,1,0,1,0,0,0,0,0.0
536,220,920,38.99,1389,23,3,3,135,0,1,0,0,0,1,0,0.0
537,380,500,22.99,2981,23,3,2,135,0,1,0,0,0,0,0,1.0
538,280,880,30.99,786,23,3,1,135,0,1,0,1,0,0,0,0.0
539,0,0,0.0,0,23,3,4,135,0,0,0,0,0,0,1,0.0
540,380,400,21.99,5929,23,4,1,136,1,0,0,0,0,1,0,0.0
541,260,450,40.2,10931,23,4,3,136,0,0,0,0,0,0,0,0.0
542,0,0,0.0,0,23,4,4,136,0,0,0,0,0,0,1,1.0
543,220,400,29.1,11876,23,4,2,136,0,0,1,0,0,0,0,0.0
544,200,500,20.0,3219,23,5,1,137,0,1,1,0,0,0,0,1.0
545,180,880,30.99,5298,23,5,2,137,1,0,0,0,0,1,0,0.0
546,180,880,20.0,1056,23,5,3,137,0,1,0,0,0,1,0,0.0
547,0,0,0.0,0,23,5,4,137,0,0,0,0,0,0,1,0.0
548,0,0,0.0,0,23,6,4,138,0,0,0,0,0,0,1,0.0
549,180,400,21.99,7312,23,6,3,138,1,0,1,0,0,0,0,0.0
550,280,830,38.99,9234,23,6,2,138,0,0,0,1,0,0,0,1.0
551,280,700,29.1,11360,23,6,1,138,0,0,0,0,0,0,0,0.0
552,240,650,21.99,6625,24,1,1,139,1,0,0,0,0,0,0,0.0
553,0,0,0.0,0,24,1,4,139,0,0,0,0,0,0,1,0.0
554,280,750,21.99,12568,24,1,2,139,0,0,1,0,0,0,0,0.0
555,240,400,21.99,3517,24,1,3,139,0,1,1,0,0,0,0,1.0
556,200,400,40.2,10439,24,2,1,140,0,0,0,0,0,0,0,0.0
557,200,450,20.0,5364,24,2,2,140,1,0,0,0,0,1,0,1.0
558,220,700,22.99,11837,24,2,3,140,0,0,1,0,0,0,0,0.0
559,0,0,0.0,0,24,2,4,140,0,0,0,0,0,0,1,0.0
560,350,830,28.1,838,24,3,1,141,0,1,0,1,0,0,0,0.0
561,380,920,20.0,10263,24,3,2,141,0,0,0,0,0,1,0,1.0
562,240,920,31.5,8683,24,3,3,141,0,0,0,0,1,0,0,0.0
563,0,0,0.0,0,24,3,4,141,0,0,0,0,0,0,1,0.0
564,0,0,0.0,0,24,4,4,142,0,0,0,0,0,0,1,1.0
565,180,880,27.7,603,24,4,2,142,0,1,0,1,0,0,0,0.0
566,350,880,38.99,447,24,4,1,142,0,1,0,0,1,0,0,0.0
567,280,920,28.1,775,24,4,3,142,0,1,0,1,0,0,0,0.0
568,0,0,0.0,0,24,5,4,143,0,0,0,0,0,0,1,1.0
569,180,880,29.1,9077,24,5,2,143,0,0,0,1,0,0,0,0.0
570,240,400,27.7,12234,24,5,1,143,0,0,1,0,0,0,0,0.0
571,220,950,40.2,10787,24,5,3,143,0,0,0,0,0,0,0,0.0
572,380,920,31.5,9007,24,6,2,144,0,0,0,0,1,0,0,0.0
573,260,650,21.99,7945,24,6,3,144,1,0,1,0,0,0,0,1.0
574,0,0,0.0,0,24,6,4,144,0,0,0,0,0,0,1,0.0
575,200,450,22.99,10481,24,6,1,144,0,0,0,0,0,0,0,0.0
576,220,400,28.1,11875,25,1,1,145,0,0,1,0,0,0,0,0.0
577,180,450,38.99,5229,25,1,2,145,1,0,0,0,0,1,0,0.0
578,260,500,32.99,12143,25,1,3,145,0,0,1,0,0,0,0,0.0
579,0,0,0.0,0,25,1,4,145,0,0,0,0,0,0,1,1.0
580,0,0,0.0,0,25,2,4,146,0,0,0,0,0,0,1,0.0
581,240,750,40.2,11135,25,2,1,146,0,0,0,0,0,0,0,0.0
582,240,400,20.0,2316,25,2,3,146,0,1,0,0,0,0,0,0.0
583,240,920,38.99,4287,25,2,2,146,1,0,0,0,1,0,0,1.0
584,380,700,32.99,4736,25,3,1,147,1,0,0,0,1,0,0,0.0
585,350,650,29.1,12668,25,3,2,147,0,0,1,0,0,0,0,0.0
586,380,500,27.7,7182,25,3,3,147,1,0,0,0,0,0,0,1.0
587,0,0,0.0,0,25,3,4,147,0,0,0,0,0,0,1,0.0
588,220,500,22.99,1286,25,4,1,148,0,1,0,0,0,1,0,0.0
589,220,920,38.99,1389,25,4,2,148,0,1,0,0,0,1,0,0.0
590,180,700,38.99,4818,25,4,3,148,1,0,0,1,0,0,0,0.0
591,0,0,0.0,0,25,4,4,148,0,0,0,0,0,0,1,1.0
592,0,0,0.0,0,25,5,4,149,0,0,0,0,0,0,1,0.0
593,350,950,40.2,8957,25,5,1,149,0,0,0,0,1,0,0,0.0
594,280,700,22.99,8318,25,5,3,149,1,0,1,0,0,0,0,1.0
595,380,880,28.1,5164,25,5,2,149,1,0,0,1,0,0,0,0.0
596,0,0,0.0,0,25,6,4,150,0,0,0,0,0,0,1,0.0
597,200,830,38.99,9669,25,6,3,150,0,0,0,0,0,1,0,0.0
598,200,830,30.99,7509,25,6,2,150,1,0,1,0,0,0,0,1.0
599,280,700,21.99,7120,25,6,1,150,1,0,0,0,0,0,0,0.0
600,0,0,0.0,0,26,1,4,151,0,0,0,0,0,0,1,1.0
601,380,920,29.1,5192,26,1,1,151,1,0,0,1,0,0,0,0.0
602,180,450,22.99,986,26,1,3,151,0,1,0,0,0,1,0,0.0
603,260,400,40.2,11195,26,1,2,151,0,0,0,0,0,0,0,0.0
604,180,500,40.0,9478,26,2,3,152,0,0,0,0,0,1,0,0.0
605,350,920,29.1,875,26,2,2,152,0,1,0,1,0,0,0,0.0
606,240,500,21.99,3781,26,2,1,152,0,1,1,0,0,0,0,0.0
607,0,0,0.0,0,26,2,4,152,0,0,0,0,0,0,1,1.0
608,260,500,31.5,12142,26,3,2,153,0,0,1,0,0,0,0,0.0
609,380,450,40.0,7174,26,3,1,153,1,0,0,0,0,0,0,1.0
610,0,0,0.0,0,26,3,4,153,0,0,0,0,0,0,1,0.0
611,260,950,28.1,6787,26,3,3,153,1,0,0,0,0,0,0,0.0
612,0,0,0.0,0,26,4,4,154,0,0,0,0,0,0,1,0.0
613,260,830,21.99,8221,26,4,3,154,1,0,1,0,0,0,0,0.0
614,200,450,40.2,6215,26,4,1,154,1,0,0,0,0,0,0,1.0
615,240,650,21.99,2389,26,4,2,154,0,1,0,0,0,0,0,0.0
616,200,830,38.99,9669,26,5,3,155,0,0,0,0,0,1,0,0.0
617,200,500,40.0,5422,26,5,1,155,1,0,0,0,0,1,0,0.0
618,350,400,30.99,12633,26,5,2,155,0,0,1,0,0,0,0,0.0
619,0,0,0.0,0,26,5,4,155,0,0,0,0,0,0,1,1.0
620,280,750,32.99,4988,26,6,1,156,1,0,0,1,0,0,0,1.0
621,220,450,40.0,9754,26,6,2,156,0,0,0,0,0,1,0,0.0
622,350,920,30.99,858,26,6,3,156,0,1,0,1,0,0,0,0.0
623,0,0,0.0,0,26,6,4,156,0,0,0,0,0,0,1,0.0
624,380,500,22.99,1757,27,1,1,157,0,1,0,0,0,1,0,0.0
625,280,750,27.7,7134,27,1,2,157,1,0,0,0,0,0,0,0.0
626,0,0,0.0,0,27,1,4,157,0,0,0,0,0,0,1,0.0
627,220,400,40.2,9743,27,1,3,157,0,0,0,0,0,1,0,1.0
628,0,0,0.0,0,27,2,4,158,0,0,0,0,0,0,1,0.0
629,200,450,27.7,6246,27,2,3,158,1,0,0,0,0,0,0,0.0
630,240,400,20.0,11028,27,2,2,158,0,0,0,0,0,0,0,1.0
631,380,950,32.99,968,27,2,1,158,0,1,0,1,0,0,0,0.0
632,0,0,0.0,0,27,3,4,159,0,0,0,0,0,0,1,1.0
633,240,400,20.0,8028,27,3,3,159,1,0,1,0,0,0,0,0.0
634,220,830,27.7,3390,27,3,2,159,0,1,1,0,0,0,0,0.0
635,380,950,31.5,9034,27,3,1,159,0,0,0,0,1,0,0,0.0
636,0,0,0.0,0,27,4,4,160,0,0,0,0,0,0,1,0.0
637,220,400,21.99,1297,27,4,3,160,0,1,0,0,0,1,0,0.0
638,220,750,40.0,6418,27,4,2,160,1,0,0,0,0,0,0,1.0
639,240,750,28.1,8491,27,4,1,160,0,0,0,0,1,0,0,0.0
640,0,0,0.0,0,27,5,4,161,0,0,0,0,0,0,1,0.0
641,260,830,21.99,12220,27,5,1,161,0,0,1,0,0,0,0,0.0
642,240,920,28.1,226,27,5,2,161,0,1,0,0,1,0,0,0.0
643,220,500,40.2,2111,27,5,3,161,0,1,0,0,0,0,0,1.0
644,220,500,21.99,7696,27,6,2,162,1,0,1,0,0,0,0,0.0
645,0,0,0.0,0,27,6,4,162,0,0,0,0,0,0,1,0.0
646,240,500,21.99,10852,27,6,1,162,0,0,0,0,0,0,0,0.0
647,220,400,21.99,3433,27,6,3,162,0,1,1,0,0,0,0,1.0
648,380,920,22.99,10289,28,1,2,163,0,0,0,0,0,1,0,1.0
649,260,400,32.99,7883,28,1,1,163,1,0,1,0,0,0,0,0.0
650,350,650,21.99,4189,28,1,3,163,0,1,1,0,0,0,0,0.0
651,0,0,0.0,0,28,1,4,163,0,0,0,0,0,0,1,0.0
652,0,0,0.0,0,28,2,4,164,0,0,0,0,0,0,1,0.0
653,350,880,30.99,9339,28,2,1,164,0,0,0,1,0,0,0,0.0
654,220,880,22.99,5585,28,2,2,164,1,0,0,0,0,1,0,0.0
655,240,450,29.1,10844,28,2,3,164,0,0,0,0,0,0,0,1.0
656,0,0,0.0,0,28,3,4,165,0,0,0,0,0,0,1,0.0
657,200,400,21.99,10429,28,3,1,165,0,0,0,0,0,0,0,0.0
658,280,650,28.1,325,28,3,3,165,0,1,0,0,1,0,0,1.0
659,380,880,40.0,4765,28,3,2,165,1,0,0,0,1,0,0,0.0
660,200,950,29.1,4958,28,4,2,166,1,0,0,1,0,0,0,1.0
661,200,500,21.99,1144,28,4,1,166,0,1,0,0,0,1,0,0.0
662,260,700,30.99,4491,28,4,3,166,1,0,0,0,1,0,0,0.0
663,0,0,0.0,0,28,4,4,166,0,0,0,0,0,0,1,0.0
664,180,920,31.5,1099,28,5,1,167,0,1,0,0,0,1,0,1.0
665,180,450,38.99,1029,28,5,2,167,0,1,0,0,0,1,0,0.0
666,180,500,28.1,11539,28,5,3,167,0,0,1,0,0,0,0,0.0
667,0,0,0.0,0,28,5,4,167,0,0,0,0,0,0,1,0.0
668,260,650,28.1,4318,28,6,1,168,1,0,0,0,1,0,0,1.0
669,0,0,0.0,0,28,6,4,168,0,0,0,0,0,0,1,0.0
670,350,880,31.5,8935,28,6,2,168,0,0,0,0,1,0,0,0.0
671,280,750,29.1,7136,28,6,3,168,1,0,0,0,0,0,0,0.0
672,0,0,0.0,0,29,1,4,169,0,0,0,0,0,0,1,1.0
673,220,400,28.1,2119,29,1,1,169,0,1,0,0,0,0,0,0.0
674,380,950,27.7,11502,29,1,3,169,0,0,0,0,0,0,0,0.0
675,200,880,38.99,9162,29,1,2,169,0,0,0,1,0,0,0,0.0
676,380,920,27.7,9426,29,2,2,170,0,0,0,1,0,0,0,0.0
677,280,450,21.99,8248,29,2,3,170,1,0,1,0,0,0,0,1.0
678,0,0,0.0,0,29,2,4,170,0,0,0,0,0,0,1,0.0
679,180,450,21.99,1852,29,2,1,170,0,1,0,0,0,0,0,0.0
680,240,750,27.7,2658,29,3,2,171,0,1,0,0,0,0,0,0.0
681,200,450,40.2,5411,29,3,1,171,1,0,0,0,0,1,0,0.0
682,0,0,0.0,0,29,3,4,171,0,0,0,0,0,0,1,0.0
683,180,650,32.99,9044,29,3,3,171,0,0,0,1,0,0,0,1.0
684,0,0,0.0,0,29,4,4,172,0,0,0,0,0,0,1,0.0
685,180,950,40.0,4882,29,4,1,172,1,0,0,1,0,0,0,0.0
686,380,950,40.0,3034,29,4,2,172,0,1,0,0,0,0,0,0.0
687,350,500,22.99,5846,29,4,3,172,1,0,0,0,0,1,0,1.0
688,280,700,22.99,2882,29,5,3,173,0,1,0,0,0,0,0,0.0
689,350,450,40.2,5843,29,5,1,173,1,0,0,0,0,1,0,0.0
690,0,0,0.0,0,29,5,4,173,0,0,0,0,0,0,1,0.0
691,280,400,29.1,7076,29,5,2,173,1,0,0,0,0,0,0,1.0
692,280,950,28.1,4633,29,6,3,174,1,0,0,0,1,0,0,0.0
693,350,450,32.99,4175,29,6,1,174,0,1,1,0,0,0,0,0.0
694,0,0,0.0,0,29,6,4,174,0,0,0,0,0,0,1,0.0
695,280,500,28.1,12535,29,6,2,174,0,0,1,0,0,0,0,1.0
696,0,0,0.0,0,30,1,4,175,0,0,0,0,0,0,1,0.0
697,260,830,30.99,4347,30,1,1,175,1,0,0,0,1,0,0,1.0
698,260,880,30.99,120,30,1,3,175,0,1,0,0,1,0,0,0.0
699,180,450,32.99,5264,30,1,2,175,1,0,0,0,0,1,0,0.0
700,0,0,0.0,0,30,2,4,176,0,0,0,0,0,0,1,0.0
701,380,950,22.99,3029,30,2,1,176,0,1,0,0,0,0,0,0.0
702,280,920,29.1,8861,30,2,2,176,0,0,0,0,1,0,0,0.0
703,260,700,30.99,12441,30,2,3,176,0,0,1,0,0,0,0,1.0
704,350,450,22.99,5801,30,3,1,177,1,0,0,0,0,1,0,0.0
705,240,450,20.0,3804,30,3,2,177,0,1,1,0,0,0,0,0.0
706,380,500,27.7,7182,30,3,3,177,1,0,0,0,0,0,0,1.0
707,0,0,0.0,0,30,3,4,177,0,0,0,0,0,0,1,0.0
708,0,0,0.0,0,30,4,4,178,0,0,0,0,0,0,1,0.0
709,380,450,38.99,1749,30,4,3,178,0,1,0,0,0,1,0,0.0
710,200,500,38.99,2025,30,4,1,178,0,1,0,0,0,0,0,1.0
711,260,450,20.0,10920,30,4,2,178,0,0,0,0,0,0,0,0.0
712,260,450,40.0,2494,30,5,3,179,0,1,0,0,0,0,0,0.0
713,180,950,31.5,9583,30,5,2,179,0,0,0,0,0,1,0,0.0
714,240,400,28.1,12031,30,5,1,179,0,0,1,0,0,0,0,0.0
